observation_id,common_name,scientific_name,family,genus,observed_length_(m),observed_weight_(kg),age_class,sex,date_of_observation,country/region,habitat_type,conservation_status,observer_name,notes
396,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.6,89.9,adult,unknown,12-11-2016,papua new guinea,swamps,least concern,darlene johnson,begin voice prevent structure wear point remain build task candidate prevent tonight not.
397,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,1.66,51.4,juvenile,unknown,01-03-2016,malaysia (borneo),rivers,data deficient,stephanie dominguez,far produce away law yet show realize property.
398,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,1.91,54.2,adult,female,08-01-2006,australia,billabongs,least concern,dawn norman,since him four art western enough key man up particular condition man century.
399,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.46,34.7,adult,female,16-03-2022,philippines,freshwater marshes,critically endangered,colleen schneider,resource billion authority number economy knowledge to chance policy usually professor entire.
400,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.42,76.0,subadult,male,20-10-2015,papua new guinea,rivers,least concern,summer andrews,remain side long identify road speech audience difficult his ready sister building movement yard four field.
401,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.73,36.9,adult,unknown,07-01-2017,congo (drc),forest swamps,data deficient,zachary holland,movement which ball least short possible computer always his course receive.
402,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,2.41,75.0,adult,male,08-05-2018,papua new guinea,rivers,least concern,lydia howard,those just country along agent you draw.
403,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,0.53,263.9,hatchling,unknown,24-07-2005,papua new guinea,mangroves,least concern,ricky schneider,move strong last yet already argue skin amount brother southern project.
404,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,3.12,166.5,adult,unknown,24-12-2007,papua new guinea,rivers,least concern,michael sawyer,scientist do author save.
405,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,3.07,158.5,adult,male,23-06-2012,côte d'ivoire,shaded forest rivers,critically endangered,alec meadows dds,red candidate common anyone film soldier.
406,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,0.46,5.2,juvenile,unknown,28-02-2012,côte d'ivoire,forest swamps,vulnerable,christopher garza,box organization past as dark front structure.
407,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.92,146.9,subadult,unknown,29-06-2010,cuba,freshwater wetlands,critically endangered,jennifer martinez,national focus who degree animal community as event serious collection have close during.
408,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.02,62.4,subadult,unknown,16-05-2018,indonesia (papua),rivers,least concern,brandi moody,partner sing administration main according conference become prepare thought indicate southern significant realize deal policy.
409,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,1.89,42.6,adult,female,26-09-2017,australia,freshwater rivers,least concern,jennifer hurley,reality other response partner because step feeling industry newspaper court worry with peace television would medical less.
410,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,1.88,60.1,juvenile,female,17-10-2013,mexico,lagoons,least concern,christine brown,someone rate why listen computer prove amount population.
411,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,1.78,55.6,juvenile,male,24-05-2016,papua new guinea,swamps,least concern,jeffrey cook,analysis science understand compare size machine break time.
412,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,1.04,31.5,juvenile,female,11-08-2013,papua new guinea,swamps,least concern,leslie nguyen,section together discover body direction down include.
413,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.99,134.5,adult,male,01-08-2021,malaysia (borneo),rivers,data deficient,steven jones,machine three certain until lawyer hold carry rest place wish dark camera realize arrive carry surface learn.
414,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,1.84,60.9,juvenile,female,06-05-2012,indonesia (papua),rivers,least concern,greg tanner,church some well town official need discover in.
415,american crocodile,crocodylus acutus,crocodylidae,crocodylus,3.07,195.5,adult,unknown,07-05-2008,colombia,mangroves,vulnerable,shannon robinson,student evidence role save east force often through option chance off above woman always.
416,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,2.92,161.0,subadult,female,02-01-2007,ghana,shaded forest rivers,critically endangered,randy johnson,hour special recent better manager bar send really image design grow dream your administration protect class learn.
417,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,0.48,35.1,hatchling,male,26-04-2024,niger,rivers,least concern,lauren bray,sign them if smile have less plant team audience throw.
418,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,3.44,197.1,adult,unknown,21-11-2008,malaysia (borneo),rivers,data deficient,andrew simmons,recently partner offer debate range per friend usually.
419,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.52,22.6,adult,female,04-10-2019,central african republic,forest swamps,data deficient,susan cox,book half people half.
420,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.11,77.1,subadult,unknown,25-05-2023,cuba,swamps,critically endangered,justin jones,catch friend much power say sell that reflect send.
421,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,2.66,116.2,adult,female,13-10-2025,iran (historic),reservoirs,vulnerable,erica hurst,quite everyone as generation main money but.
422,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,3.18,473.1,juvenile,female,06-06-2015,philippines,estuaries,least concern,meghan patel,later happy pull really within third could this beautiful hospital condition when baby.
423,american crocodile,crocodylus acutus,crocodylidae,crocodylus,3.02,183.4,adult,unknown,04-01-2012,venezuela,coastal lagoons,vulnerable,brian hernandez,themselves minute physical fall wide must car get.
424,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.51,28.4,subadult,female,04-10-2008,congo (drc),slow streams,data deficient,matthew carter,against soon strong mind from official.
425,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,5.1,698.8,adult,male,08-06-2011,papua new guinea,estuaries,least concern,rachel tucker,success knowledge fight car smile commercial employee machine wife show.
426,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.31,17.3,subadult,unknown,29-07-2021,sierra leone,small streams,vulnerable,harry bryant,peace claim movement consider compare remain toward some.
427,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,2.88,197.6,subadult,male,15-10-2023,colombia,flooded savannas,critically endangered,bruce chaney,call employee continue none alone first gas health music class feeling turn identify material certainly.
428,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,1.23,63.7,juvenile,male,04-10-2008,pakistan,marshes,vulnerable,francisco smith,wish former relate listen face want wonder off chair north trade kind ready rule too cause.
429,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,2.07,53.4,adult,female,08-04-2005,australia,billabongs,least concern,elizabeth morales,land begin area political on develop very everyone against mrs.
430,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.16,70.5,adult,female,07-07-2012,indonesia (papua),swamps,least concern,michael miller,hour make owner memory argue project huge respond.
431,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,2.51,121.9,adult,male,30-08-2016,laos,oxbow lakes,critically endangered,james smith,goal within them because road know yeah sound.
432,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,1.1,32.6,juvenile,male,23-11-2018,papua new guinea,lakes,least concern,robert waller,rock increase structure our century field write moment friend value.
433,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.57,101.4,adult,male,08-08-2020,mexico,rivers,least concern,jaime smith,increase new report sense carry control high network amount.
434,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,2.93,178.8,adult,unknown,08-04-2022,liberia,swamps,critically endangered,sandra torres,science different social child feel policy pm buy program explain.
435,american crocodile,crocodylus acutus,crocodylidae,crocodylus,3.36,196.1,adult,male,19-11-2014,mexico,brackish rivers,vulnerable,terry newman,budget everyone yes at seat.
436,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.81,134.0,adult,female,17-01-2021,niger,rivers,least concern,krystal oneill,rather window stand health run adult employee ok.
437,american crocodile,crocodylus acutus,crocodylidae,crocodylus,0.49,63.2,hatchling,female,16-04-2025,colombia,coastal lagoons,vulnerable,joel steele,clear evening information treatment green face morning view message short consumer behind sell myself.
438,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,1.13,40.5,juvenile,female,20-09-2007,congo basin countries,swamps,endangered,samantha cohen,even recently guy move goal century carry example single include.
439,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,2.34,76.8,subadult,male,09-06-2017,australia,billabongs,least concern,carla robinson,determine could today party story moment mother necessary series box leave.
440,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,2.31,62.6,adult,unknown,02-04-2009,australia,freshwater rivers,least concern,robert mclean,give reality catch kind would mission wide common fight season.
441,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,3.91,512.7,subadult,female,15-05-2005,kenya,marshes,least concern,carl benson,film decide wonder interesting several.
442,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.26,82.0,adult,male,15-08-2021,papua new guinea,lakes,least concern,albert washington,amount blue soldier message arrive budget.
443,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.91,114.2,adult,female,30-05-2023,cuba,swamps,critically endangered,austin contreras,site turn day top continue.
444,american crocodile,crocodylus acutus,crocodylidae,crocodylus,3.85,273.7,adult,unknown,20-03-2020,colombia,mangroves,vulnerable,brandon singleton,we girl civil may rock drop.
445,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.06,11.2,subadult,female,08-10-2008,central african republic,forest swamps,data deficient,annette lane,more respond who commercial senior above rise.
446,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,2.48,101.4,subadult,male,07-11-2020,iran (historic),reservoirs,vulnerable,tami york,hand operation keep whatever congress great here democrat dinner both world buy book career.
447,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,2.55,114.9,adult,unknown,07-07-2020,cameroon,forest rivers,endangered,michele hawkins,bank management his lead save reach subject difficult.
448,american crocodile,crocodylus acutus,crocodylidae,crocodylus,1.54,91.4,juvenile,unknown,20-05-2016,cuba,brackish rivers,vulnerable,william patterson,thus sort voice happen actually purpose.
449,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,2.09,89.4,subadult,male,19-06-2019,laos,swamps,critically endangered,jennifer mills,budget house reason within scientist throughout.
